gene_symbol,human_ortholog,appears_in_cbioportal,appears_in_cbioportal_mutated_gene_universe
Lrpprc,LRPPRC,TRUE,TRUE
Lrrc14b,LRRC14B,TRUE,TRUE
Lrrc26,LRRC26,TRUE,TRUE
Lrrc28,LRRC28,TRUE,TRUE
Lrrc3,LRRC3,TRUE,TRUE
Lrrc31,LRRC31,TRUE,TRUE
Lrrc32,LRRC32,TRUE,TRUE
Lrrc37a,LRRC37A,TRUE,TRUE
Lrrc40,LRRC40,TRUE,TRUE
Lrrc45,LRRC45,TRUE,TRUE
Lrrc49,LRRC49,TRUE,TRUE
Lrrc55,LRRC55,TRUE,TRUE
Lrrc56,LRRC56,TRUE,TRUE
Lrrc6,DNAAF11,TRUE,TRUE
Lrrc66,LRRC66,TRUE,TRUE
Lrrc71,LRRC71,TRUE,TRUE
Lrrc74a,LRRC74A,TRUE,TRUE
Lrriq1,LRRIQ1,TRUE,TRUE
Lrriq4,LRRIQ4,TRUE,TRUE
Lrrn2,LRRN2,TRUE,TRUE
Lrrtm3,LRRTM3,TRUE,TRUE
Lrwd1,LRWD1,TRUE,TRUE
Lsamp,LSAMP,TRUE,TRUE
Lsg1,LSG1,TRUE,TRUE
Lsm14b,LSM14B,TRUE,TRUE
Lss,LSS,TRUE,TRUE
Lta4h,LTA4H,TRUE,TRUE
Ltb,LTB,TRUE,TRUE
Ltbp4,LTBP4,TRUE,TRUE
Ltf,LTF,TRUE,TRUE
Ltn1,LTN1,TRUE,TRUE
Ltv1,LTV1,TRUE,TRUE
Luc7l2,FMC1-LUC7L2,TRUE,TRUE
Lvrn,LVRN,TRUE,TRUE
Ly6c2,LY6H,TRUE,TRUE
Ly6d,LY6D,TRUE,TRUE
Ly6g5b,LY6G5B,TRUE,TRUE
Ly9,LY9,TRUE,TRUE
Lyg1,LYG1,TRUE,TRUE
Lyrm1,LYRM1,FALSE,FALSE
Lyrm7,LYRM7,TRUE,TRUE
Lyst,LYST,TRUE,TRUE
Lyzl1,LYZL1,TRUE,TRUE
Lzts2,LZTS2,TRUE,TRUE
Maats1,NA,FALSE,FALSE
Mab21l1,MAB21L1,TRUE,TRUE
Mab21l2,MAB21L2,TRUE,TRUE
Mab21l3,MAB21L3,TRUE,TRUE
Mab21l4,MAB21L4,TRUE,TRUE
Macf1,MACF1,TRUE,TRUE
Maco1,MACO1,TRUE,TRUE
Macrod2,MACROD2,TRUE,TRUE
Macroh2a2,MACROH2A2,TRUE,TRUE
Mad1l1,MAD1L1,TRUE,TRUE
Maf1,MAF1,TRUE,TRUE
Magea2,MAGEA1,TRUE,TRUE
Magea6,MAGEA1,TRUE,TRUE
Mageb16,MAGEB16,TRUE,TRUE
Mageb4,MAGEB1,TRUE,TRUE
Maged2,MAGED2,TRUE,TRUE
Magee1,MAGEE1,TRUE,TRUE
Magee2,MAGEE2,TRUE,TRUE
Magel2,MAGEL2,TRUE,TRUE
Magi1,MAGI1,TRUE,TRUE
Magi2,MAGI2,TRUE,TRUE
Magt1,MAGT1,TRUE,TRUE
Malt1,MALT1,TRUE,TRUE
Mamdc2,MAMDC2,TRUE,TRUE
Mamdc4,MAMDC4,TRUE,TRUE
Maml1,MAML1,TRUE,TRUE
Maml2,MAML2,TRUE,TRUE
Maml3,MAML3,TRUE,TRUE
Mamld1,MAMLD1,TRUE,TRUE
Man2a1,MAN2A1,TRUE,TRUE
Man2b1,MAN2B1,TRUE,TRUE
Man2c1,MAN2C1,TRUE,TRUE
Map1b,MAP1B,TRUE,TRUE
Map2,MAP2,TRUE,TRUE
Map2k5,MAP2K5,TRUE,TRUE
Map2k6,MAP2K6,TRUE,TRUE
Map3k10,MAP3K10,TRUE,TRUE
Map3k14,MAP3K14,TRUE,TRUE
Map3k4,MAP3K4,TRUE,TRUE
Map3k6,MAP3K6,TRUE,TRUE
Map3k7cl,MAP3K7CL,TRUE,TRUE
Map3k8,MAP3K8,TRUE,TRUE
Map4,MAP4,TRUE,TRUE
Map4k1,MAP4K1,TRUE,TRUE
Map4k2,MAP4K2,TRUE,TRUE
Map4k3,MAP4K3,TRUE,TRUE
Map6,MAP6,TRUE,TRUE
Map7,MAP7,TRUE,TRUE
Map7d2,MAP7D2,TRUE,TRUE
Mapk10,MAPK10,TRUE,TRUE
Mapk13,MAPK13,TRUE,TRUE
Mapk3,MAPK3,TRUE,TRUE
Mapk6,MAPK6,TRUE,TRUE
Mapk8ip2,MAPK8IP2,TRUE,TRUE
Mapk8ip3,MAPK8IP3,TRUE,TRUE
Mapk9,MAPK9,TRUE,TRUE
Mapkap1,MAPKAP1,TRUE,TRUE
Mapkapk3,MAPKAPK3,TRUE,TRUE
Mapkbp1,MAPKBP1,TRUE,TRUE
Mapre2,MAPRE2,TRUE,TRUE
Mapt,MAPT,TRUE,TRUE
Marchf1,MARCHF1,TRUE,TRUE
Marchf10,MARCHF10,TRUE,TRUE
Marchf4,MARCHF4,TRUE,TRUE
Marchf6,MARCHF6,TRUE,TRUE
Marchf8,MARCHF8,TRUE,TRUE
Marco,MARCO,TRUE,TRUE
Marf1,MARF1,TRUE,TRUE
Mark2,MARK2,TRUE,TRUE
Mark4,MARK4,TRUE,TRUE
Mars1,MARS1,TRUE,TRUE
Marveld2,MARVELD2,TRUE,TRUE
Mast2,MAST2,TRUE,TRUE
Mast4,MAST4,TRUE,TRUE
Mastl,MASTL,TRUE,TRUE
Matn1,MATN1,TRUE,TRUE
Mau2,MAU2,TRUE,TRUE
Mb,MB,TRUE,TRUE
Mb21d2,MB21D2,TRUE,TRUE
Mbd3,MBD3,TRUE,TRUE
Mbd5,MBD5,TRUE,TRUE
Mbd6,MBD6,TRUE,TRUE
Mbip,MBIP,TRUE,TRUE
Mbnl2,MBNL2,TRUE,TRUE
Mbp,MBP,TRUE,TRUE
Mbtd1,MBTD1,TRUE,TRUE
Mbtps2,MBTPS2,TRUE,TRUE
Mc4r,MC4R,TRUE,TRUE
Mc5r,MC5R,TRUE,TRUE
Mcc,MCC,TRUE,TRUE
Mcf2,MCF2,TRUE,TRUE
Mcf2l,MCF2L,TRUE,TRUE
Mcm2,MCM2,TRUE,TRUE
Mcm3,MCM3,TRUE,TRUE
Mcm3ap,MCM3AP,TRUE,TRUE
Mcm4,MCM4,TRUE,TRUE
Mcm8,MCM8,TRUE,TRUE
Mcmbp,MCMBP,TRUE,TRUE
Mcmdc2,MCMDC2,TRUE,TRUE
Mcoln3,MCOLN3,TRUE,TRUE
Mcpt4,NA,FALSE,FALSE
Mctp2,MCTP2,TRUE,TRUE
Mdc1,MDC1,TRUE,TRUE
Mdga1,MDGA1,TRUE,TRUE
Mdh1b,MDH1B,TRUE,TRUE
Mdm1,MDM1,TRUE,TRUE
Mdn1,MDN1,TRUE,TRUE
Me2,ME2,TRUE,TRUE
Mea1,MEA1,TRUE,TRUE
Meak7,MEAK7,TRUE,TRUE
Med10,MED10,TRUE,TRUE
Med12,MED12,TRUE,TRUE
Med12l,MED12L,TRUE,TRUE
Med13,MED13,TRUE,TRUE
Med13l,MED13L,TRUE,TRUE
Med16,MED16,TRUE,TRUE
Med22,MED22,TRUE,TRUE
Med23,MED23,TRUE,TRUE
Med4,MED4,FALSE,FALSE
Med8,MED8,TRUE,TRUE
Mefv,MEFV,TRUE,TRUE
Megf10,MEGF10,TRUE,TRUE
Megf11,MEGF11,TRUE,TRUE
Megf6,MEGF6,TRUE,TRUE
Megf8,MEGF8,TRUE,TRUE
Mei4,MEI4,TRUE,TRUE
Meis1,MEIS1,TRUE,TRUE
Meis3,MEIS3,TRUE,TRUE
Melk,MELK,TRUE,TRUE
Meltf,MELTF,TRUE,TRUE
Meox2,MEOX2,TRUE,TRUE
Mep1a,MEP1A,TRUE,TRUE
Met,MET,TRUE,TRUE
Methig1,METTL7A,FALSE,FALSE
Mettl17,METTL17,TRUE,TRUE
Mettl22,METTL22,TRUE,TRUE
Mfn1,MFN1,TRUE,TRUE
Mfn2,MFN2,TRUE,TRUE
Mfrp,MFRP,TRUE,TRUE
Mfsd1,MFSD1,TRUE,TRUE
Mfsd11,MFSD11,TRUE,TRUE
Mfsd14b,MFSD14B,FALSE,FALSE
Mfsd4a,MFSD4A,FALSE,FALSE
Mfsd7a,SLC49A3,TRUE,TRUE
Mga,MGA,TRUE,TRUE
Mgarp,MGARP,TRUE,TRUE
Mgat3,MGAT3,TRUE,TRUE
Mgat4e,NA,FALSE,FALSE
Mgat4f,NA,FALSE,FALSE
Mgat5,MGAT5,TRUE,TRUE
Mgat5b,MGAT5B,TRUE,TRUE
Mgrn1,MGRN1,TRUE,TRUE
Mib1,MIB1,TRUE,TRUE
Mical1,MICAL1,TRUE,TRUE
Mical3,MICAL3,TRUE,TRUE
Micall2,MICALL2,TRUE,TRUE
Micu1,MICU1,TRUE,TRUE
Mier2,MIER2,TRUE,TRUE
Mier3,MIER3,TRUE,TRUE
Mill1,MICA,TRUE,TRUE
Minar1,MINAR1,TRUE,TRUE
Mindy2,MINDY2,TRUE,TRUE
Mink1,MINK1,TRUE,TRUE
Miox,MIOX,TRUE,TRUE
Mitf,MITF,TRUE,TRUE
Mki67,MKI67,TRUE,TRUE
Mkln1,MKLN1,TRUE,TRUE
Mknk1,MKNK1,TRUE,TRUE
Mks1,MKS1,TRUE,TRUE
Mlana,MLANA,TRUE,TRUE
Mlh3,MLH3,TRUE,TRUE
Mllt3,MLLT3,TRUE,TRUE
Mlxipl,MLXIPL,TRUE,TRUE
Mmp10,MMP10,TRUE,TRUE
Mmp16,MMP16,TRUE,TRUE
Mmp17,MMP17,TRUE,TRUE
Mmp1a,MMP1,TRUE,TRUE
Mmp2,MMP2,TRUE,TRUE
Mmp21,MMP21,TRUE,TRUE
Mmp24,MMP24,TRUE,TRUE
Mmp25,MMP25,TRUE,TRUE
Mmp9,MMP9,TRUE,TRUE
Mmrn2,MMRN2,TRUE,TRUE
Mms19,MMS19,TRUE,TRUE
Mn1,MN1,TRUE,TRUE
Mnat1,MNAT1,TRUE,TRUE
Mocs3,MOCS3,TRUE,TRUE
Mogat1,MOGAT1,TRUE,TRUE
Mogs,MOGS,TRUE,TRUE
Mon2,MON2,TRUE,TRUE
Morc1,MORC1,TRUE,TRUE
Morc3,MORC3,TRUE,TRUE
Morf4l1,MORF4L1,TRUE,TRUE
Mospd2,MOSPD2,TRUE,TRUE
Moxd2,MOXD2P,FALSE,FALSE
Mphosph10,MPHOSPH10,TRUE,TRUE
Mphosph8,MPHOSPH8,TRUE,TRUE
Mpl,MPL,TRUE,TRUE
Mpp1,MPP1,TRUE,TRUE
Mpp2,MPP2,TRUE,TRUE
Mpped1,MPPED1,TRUE,TRUE
Mrc1,MRC1,TRUE,TRUE
Mrgprb5,MRGPRX1,TRUE,TRUE
Mrgprb8,MRGPRX1,TRUE,TRUE
Mrnip,MRNIP,TRUE,TRUE
Mroh1,MROH1,TRUE,TRUE
Mroh2a,MROH2A,TRUE,TRUE
Mroh2b,MROH2B,TRUE,TRUE
Mroh5,MROH5,TRUE,TRUE
Mrpl30,MRPL30,TRUE,TRUE
Mrpl54,MRPL54,TRUE,TRUE
Mrps10,MRPS10,TRUE,TRUE
Mrtfb,MRTFB,TRUE,TRUE
Mrvi1,NA,FALSE,FALSE
Ms4a14,MS4A14,TRUE,TRUE
Ms4a15,MS4A15,TRUE,TRUE
Ms4a4b,MS4A4A,TRUE,TRUE
Ms4a8a,MS4A8,TRUE,TRUE
Msantd2,MSANTD2,TRUE,TRUE
Msh2,MSH2,TRUE,TRUE
Msh6,MSH6,TRUE,TRUE
Msi2,MSI2,TRUE,TRUE
Msln,MSLN,TRUE,TRUE
Mslnl,MSLNL,TRUE,TRUE
Msrb2,MSRB2,TRUE,TRUE
Mst1r,MST1R,TRUE,TRUE
Msx1,MSX1,TRUE,TRUE
Mtbp,MTBP,TRUE,TRUE
Mtcl1,MTCL1,TRUE,TRUE
Mtf2,MTF2,TRUE,TRUE
Mtg1,MTG1,TRUE,TRUE
Mthfd1,MTHFD1,TRUE,TRUE
Mthfd2,MTHFD2,TRUE,TRUE
Mtmr1,MTMR1,TRUE,TRUE
Mtmr10,MTMR10,TRUE,TRUE
Mtmr11,MTMR11,TRUE,TRUE
Mtmr12,MTMR12,TRUE,TRUE
Mtmr14,MTMR14,TRUE,TRUE
Mtmr6,MTMR6,TRUE,TRUE
Mtor,MTOR,TRUE,TRUE
Mtrf1l,MTRF1L,TRUE,TRUE
Mtus2,MTUS2,TRUE,TRUE
Muc1,MUC1,TRUE,TRUE
Muc19,MUC19,TRUE,TRUE
Muc2,MUC2,TRUE,TRUE
Muc20,MUC20,TRUE,TRUE
Muc4,MUC4,TRUE,TRUE
Muc5ac,MUC5AC,TRUE,TRUE
Muc5b,MUC5AC,TRUE,TRUE
Muc6,MUC6,TRUE,TRUE
Mug1,A2M,TRUE,TRUE
Mup12,NA,FALSE,FALSE
Mup21,NA,FALSE,FALSE
Mup4,NA,FALSE,FALSE
Mx1,MX1,TRUE,TRUE
Mx2,MX1,TRUE,TRUE
Mxra7,MXRA7,TRUE,TRUE
Myb,MYB,TRUE,TRUE
Mybpc1,MYBPC1,TRUE,TRUE
Mybpc2,MYBPC2,TRUE,TRUE
Mybpc3,MYBPC3,TRUE,TRUE
Mybph,MYBPH,TRUE,TRUE
Mycbp,MYCBP,TRUE,TRUE
Mycbp2,MYCBP2,TRUE,TRUE
Mycs,MYCN,TRUE,TRUE
Myef2,MYEF2,TRUE,TRUE
Myh1,MYH1,TRUE,TRUE
Myh10,MYH10,TRUE,TRUE
Myh11,MYH11,TRUE,TRUE
Myh13,MYH13,TRUE,TRUE
Myh14,MYH14,TRUE,TRUE
Myh15,MYH15,TRUE,TRUE
Myh2,MYH2,TRUE,TRUE
Myh3,MYH3,TRUE,TRUE
Myh4,MYH4,TRUE,TRUE
Myh6,MYH6,TRUE,TRUE
Myh7,MYH7,TRUE,TRUE
Myh9,MYH9,TRUE,TRUE
Mylk,MYLK,TRUE,TRUE
Mymk,MYMK,TRUE,TRUE
Myo15,NA,FALSE,FALSE
Myo15b,MYO15B,TRUE,TRUE
Myo16,MYO16,TRUE,TRUE
Myo18a,MYO18A,TRUE,TRUE
Myo18b,MYO18B,TRUE,TRUE
Myo1a,MYO1A,TRUE,TRUE
Myo1e,MYO1E,TRUE,TRUE
Myo1f,MYO1F,TRUE,TRUE
Myo1g,MYO1G,TRUE,TRUE
Myo3a,MYO3A,TRUE,TRUE
Myo3b,MYO3B,TRUE,TRUE
Myo5b,MYO5B,TRUE,TRUE
Myo5c,MYO5C,TRUE,TRUE
Myo6,MYO6,TRUE,TRUE
Myo7a,MYO7A,TRUE,TRUE
Myo7b,MYO7B,TRUE,TRUE
Myo9a,MYO9A,TRUE,TRUE
Myoc,MYOC,TRUE,TRUE
Myocd,MYOCD,TRUE,TRUE
Myod1,MYOD1,TRUE,TRUE
Myof,MYOF,TRUE,TRUE
Myom2,MYOM2,TRUE,TRUE
Myom3,MYOM3,TRUE,TRUE
Myorg,MYORG,TRUE,TRUE
Mypn,MYPN,TRUE,TRUE
Mysm1,MYSM1,TRUE,TRUE
Myt1,MYT1,TRUE,TRUE
Myt1l,MYT1L,TRUE,TRUE
N4bp2,N4BP2,TRUE,TRUE
Naa25,NAA25,TRUE,TRUE
Naa60,NAA60,TRUE,TRUE
Naaladl1,NAALADL1,TRUE,TRUE
Nabp2,NABP2,TRUE,TRUE
Nacad,NACAD,TRUE,TRUE
Naf1,NAF1,TRUE,TRUE
Nagpa,NAGPA,TRUE,TRUE
Naip1,NAIP,TRUE,TRUE
Naip2,NAIP,TRUE,TRUE
Naip6,NAIP,TRUE,TRUE
Nalcn,NALCN,TRUE,TRUE
Nap1l1,NAP1L1,TRUE,TRUE
Nap1l2,NAP1L2,TRUE,TRUE
Nap1l3,NAP1L3,TRUE,TRUE
Nap1l4,NAP1L4,TRUE,TRUE
Nat14,NAT14,TRUE,TRUE
Nav2,NAV2,TRUE,TRUE
Nav3,NAV3,TRUE,TRUE
Naxd,NAXD,TRUE,TRUE
Nbas,NBAS,TRUE,TRUE
Nbea,NBEA,TRUE,TRUE
Nbeal1,NBEAL1,TRUE,TRUE
Nbeal2,NBEAL2,TRUE,TRUE
Ncam2,NCAM2,TRUE,TRUE
Ncan,NCAN,TRUE,TRUE
Ncapd2,NCAPD2,TRUE,TRUE
Ncapd3,NCAPD3,TRUE,TRUE
Ncaph2,NCAPH2,TRUE,TRUE
Ncbp1,NCBP1,TRUE,TRUE
Ncdn,NCDN,TRUE,TRUE
Nck1,NCK1,TRUE,TRUE
Nckap1,NCKAP1,TRUE,TRUE
Nckap1l,NCKAP1L,TRUE,TRUE
Nckap5l,NCKAP5L,TRUE,TRUE
Ncln,NCLN,TRUE,TRUE
Ncoa1,NCOA1,TRUE,TRUE
Ncoa2,NCOA2,TRUE,TRUE
Ncoa4,NCOA4,TRUE,TRUE
Ncoa6,NCOA6,TRUE,TRUE
Ncor2,NCOR2,TRUE,TRUE
Ncstn,NCSTN,TRUE,TRUE
Ndc1,NDC1,TRUE,TRUE
Ndc80,NDC80,TRUE,TRUE
Ndfip2,NDFIP2,TRUE,TRUE
Ndn,NDN,TRUE,TRUE
Ndrg1,NDRG1,TRUE,TRUE
Ndst1,NDST1,TRUE,TRUE
Ndufa10,NDUFA10,TRUE,TRUE
Ndufb9,NDUFB9,TRUE,TRUE
Ndufv3,NDUFV3,TRUE,TRUE
Neb,NEB,TRUE,TRUE
Nebl,NEBL,TRUE,TRUE
Nectin2,NECTIN2,TRUE,TRUE
Nedd4,NEDD4,TRUE,TRUE
Nefh,NEFH,TRUE,TRUE
Nefl,NEFL,TRUE,TRUE
Nek10,NEK10,TRUE,TRUE
Nek3,NEK3,TRUE,TRUE
Nek4,NEK4,TRUE,TRUE
Nek7,NEK7,TRUE,TRUE
Nelfa,NELFA,TRUE,TRUE
Nell2,NELL2,TRUE,TRUE
Nemf,NEMF,TRUE,TRUE
Nepn,NA,FALSE,FALSE
Net1,NET1,TRUE,TRUE
Neu2,NEU2,TRUE,TRUE
Neu4,NEU4,TRUE,TRUE
Neurl2,NEURL2,TRUE,TRUE
Neurl4,NEURL4,TRUE,TRUE
Neurod6,NEUROD6,TRUE,TRUE
Nf1,NF1,TRUE,TRUE
Nf2,NF2,TRUE,TRUE
Nfasc,NFASC,TRUE,TRUE
Nfatc2,NFATC2,TRUE,TRUE
Nfatc2ip,NFATC2IP,TRUE,TRUE
Nfatc4,NFATC4,TRUE,TRUE
Nfe2,NFE2,TRUE,TRUE
Nfe2l2,NFE2L2,TRUE,TRUE
Nfe2l3,NFE2L3,TRUE,TRUE
Nfib,NFIB,TRUE,TRUE
Nfkb1,NFKB1,TRUE,TRUE
Nfkbia,NFKBIA,TRUE,TRUE
Nfkbib,NFKBIB,TRUE,TRUE
Nfkbid,NFKBID,TRUE,TRUE
Nfxl1,NFXL1,TRUE,TRUE
Nfya,NFYA,TRUE,TRUE
Ngef,NGEF,TRUE,TRUE
Ngf,NGF,TRUE,TRUE
Ngp,NA,FALSE,FALSE
Ngrn,NGRN,TRUE,TRUE
Nhej1,NHEJ1,TRUE,TRUE
Nhs,NHS,TRUE,TRUE
Nid1,NID1,TRUE,TRUE
Nid2,NID2,TRUE,TRUE
Nif3l1,NIF3L1,TRUE,TRUE
Nin,NIN,TRUE,TRUE
Ninl,NINL,TRUE,TRUE
Nipbl,NIPBL,TRUE,TRUE
Nisch,NISCH,TRUE,TRUE
Nkpd1,NKPD1,TRUE,TRUE
Nkx2-3,NKX2-3,TRUE,TRUE
Nkx6-1,NKX6-1,TRUE,TRUE
Nle1,NLE1,TRUE,TRUE
Nlgn1,NLGN1,TRUE,TRUE
Nlgn3,NLGN3,TRUE,TRUE
Nlrc5,NLRC5,TRUE,TRUE
Nlrp12,NLRP12,TRUE,TRUE
Nlrp14,NLRP14,TRUE,TRUE
Nlrp1a,NLRP1,TRUE,TRUE
Nlrp1b,NLRP1,TRUE,TRUE
Nlrp2,NLRP2,TRUE,TRUE
Nlrp4b,NLRP4,TRUE,TRUE
Nlrp4e,NLRP4,TRUE,TRUE
Nlrp5,NLRP5,TRUE,TRUE
Nlrp6,NLRP6,TRUE,TRUE
Nlrp9c,NLRP9,TRUE,TRUE
Nme6,NME6,TRUE,TRUE
Nme9,NME9,TRUE,TRUE
Nmnat2,NMNAT2,TRUE,TRUE
Nmt1,NMT1,TRUE,TRUE
Nmt2,NMT2,TRUE,TRUE
Nmur2,NMUR2,TRUE,TRUE
Nnmt,NNMT,TRUE,TRUE
Nnt,NNT,TRUE,TRUE
Nobox,NOBOX,TRUE,TRUE
Noc3l,NOC3L,TRUE,TRUE
Noc4l,NOC4L,TRUE,TRUE
Nod1,NOD1,TRUE,TRUE
Nol12,NOL12,TRUE,TRUE
Nol4,NOL4,TRUE,TRUE
Nol4l,NOL4L,TRUE,TRUE
Nol6,NOL6,TRUE,TRUE
Nol7,NOL7,TRUE,TRUE
Nomo1,NOMO1,TRUE,TRUE
Nop53,NOP53,TRUE,TRUE
Nop56,NOP56,TRUE,TRUE
Nos1,NOS1,TRUE,TRUE
Nos2,NOS2,TRUE,TRUE
Notch1,NOTCH1,TRUE,TRUE
Notch2,NOTCH2,TRUE,TRUE
Notch3,NOTCH3,TRUE,TRUE
Notch4,NOTCH4,TRUE,TRUE
Noto,NOTO,TRUE,TRUE
Notum,NOTUM,TRUE,TRUE
Nova1,NOVA1,TRUE,TRUE
Nox3,NOX3,TRUE,TRUE
Noxa1,NOXA1,TRUE,TRUE
Npas3,NPAS3,TRUE,TRUE
Npc1l1,NPC1L1,TRUE,TRUE
Npcd,NPTXR,TRUE,TRUE
Npffr1,NPFFR1,TRUE,TRUE
Nphp1,NPHP1,TRUE,TRUE
Nphp4,NPHP4,TRUE,TRUE
Nphs1,NPHS1,TRUE,TRUE
Npnt,NPNT,TRUE,TRUE
Npr1,NPR1,TRUE,TRUE
Npr2,NPR2,TRUE,TRUE
Npr3,NPR3,TRUE,TRUE
Npsr1,NPSR1,TRUE,TRUE
Nptn,NPTN,TRUE,TRUE
Nptx1,NPTX1,TRUE,TRUE
Npy5r,NPY5R,TRUE,TRUE
Nr0b1,NR0B1,TRUE,TRUE
Nr0b2,NR0B2,TRUE,TRUE
Nr1h2,NR1H2,TRUE,TRUE
Nr2c1,NR2C1,TRUE,TRUE
Nr2e1,NR2E1,TRUE,TRUE
Nr2f6,NR2F6,TRUE,TRUE
Nr3c1,NR3C1,TRUE,TRUE
Nr3c2,NR3C2,TRUE,TRUE
Nr4a1,NR4A1,TRUE,TRUE
Nr6a1,NR6A1,TRUE,TRUE
Nrap,NRAP,TRUE,TRUE
Nrcam,NRCAM,TRUE,TRUE
Nrde2,NRDE2,TRUE,TRUE
Nrg2,NRG2,TRUE,TRUE
Nrg3,NRG3,TRUE,TRUE
Nrk,NRK,TRUE,TRUE
Nrm,NRM,TRUE,TRUE
Nrp1,NRP1,TRUE,TRUE
Nrxn1,NRXN1,TRUE,TRUE
Nrxn2,NRXN2,TRUE,TRUE
Nrxn3,NRXN3,TRUE,TRUE
Nsa2,NSA2,TRUE,TRUE
Nsd1,NSD1,TRUE,TRUE
Nsd3,NSD3,TRUE,TRUE
Nsmce3,NSMCE3,TRUE,TRUE
Nsun3,NSUN3,TRUE,TRUE
Nt5c1b,NT5C1B,TRUE,TRUE
Nt5c3b,NT5C3B,TRUE,TRUE
Nt5dc3,NT5DC3,TRUE,TRUE
Ntm,NTM,TRUE,TRUE
Ntn4,NTN4,TRUE,TRUE
Ntn5,NTN5,TRUE,TRUE
Ntng1,NTNG1,TRUE,TRUE
Ntng2,NTNG2,TRUE,TRUE
Ntrk2,NTRK2,TRUE,TRUE
Ntrk3,NTRK3,TRUE,TRUE
Ntsr2,NTSR2,TRUE,TRUE
Nubp1,NUBP1,TRUE,TRUE
Nubp2,NUBP2,TRUE,TRUE
Nucb1,NUCB1,TRUE,TRUE
Nudt12,NUDT12,TRUE,TRUE
Nudt21,NUDT21,TRUE,TRUE
Nudt4,NUDT4,TRUE,TRUE
Nup153,NUP153,TRUE,TRUE
Nup188,NUP188,TRUE,TRUE
Nup205,NUP205,TRUE,TRUE
Nup210,NUP210,TRUE,TRUE
Nup210l,NUP210L,TRUE,TRUE
Nup214,NUP214,TRUE,TRUE
Nup50,NUP50,TRUE,TRUE
Nup54,NUP54,TRUE,TRUE
Nup85,NUP85,TRUE,TRUE
Nup98,NUP98,TRUE,TRUE
Nutm1,NUTM1,TRUE,TRUE
Nwd1,NWD1,TRUE,TRUE
Nwd2,NWD2,TRUE,TRUE
Nxf2,NXF2,TRUE,TRUE
Nxn,NXN,TRUE,TRUE
Nxnl2,NXNL2,TRUE,TRUE
Nxpe2,NXPE1,TRUE,TRUE
Nxph3,NXPH3,TRUE,TRUE
Nyap1,NYAP1,TRUE,TRUE
Nynrin,NYNRIN,TRUE,TRUE
Oas1c,OAS1,TRUE,TRUE
Oas1d,OAS1,TRUE,TRUE
Oas2,OAS2,TRUE,TRUE
Oas3,OAS3,TRUE,TRUE
Obox6,NA,FALSE,FALSE
Obscn,OBSCN,TRUE,TRUE
Obsl1,OBSL1,TRUE,TRUE
Ocstamp,OCSTAMP,TRUE,TRUE
Odam,ODAM,TRUE,TRUE
Odf2,ODF2,TRUE,TRUE
Odf3l2,ODF3L2,FALSE,FALSE
Ofcc1,OFCC1,FALSE,FALSE
Ogdhl,OGDHL,TRUE,TRUE
Ogfod1,OGFOD1,TRUE,TRUE
Ogfod3,OGFOD3,TRUE,TRUE
Oit3,OIT3,TRUE,TRUE
Olfr1008,NA,FALSE,FALSE
Olfr1009,NA,FALSE,FALSE
Olfr1018,NA,FALSE,FALSE
Olfr1023,NA,FALSE,FALSE
Olfr1031,NA,FALSE,FALSE
Olfr1034,NA,FALSE,FALSE
Olfr1044,NA,FALSE,FALSE
Olfr105-ps,NA,FALSE,FALSE
Olfr1087,NA,FALSE,FALSE
Olfr1090,NA,FALSE,FALSE
Olfr1097,NA,FALSE,FALSE
Olfr11,NA,FALSE,FALSE
Olfr110,NA,FALSE,FALSE
Olfr1107,NA,FALSE,FALSE
Olfr1112,NA,FALSE,FALSE
Olfr112,NA,FALSE,FALSE
Olfr1126,NA,FALSE,FALSE
Olfr1137,NA,FALSE,FALSE
Olfr1145,NA,FALSE,FALSE
Olfr1148,NA,FALSE,FALSE
Olfr115,NA,FALSE,FALSE
Olfr1153,NA,FALSE,FALSE
Olfr1157,NA,FALSE,FALSE
Olfr1166,NA,FALSE,FALSE
Olfr1167,NA,FALSE,FALSE
Olfr1176,NA,FALSE,FALSE
Olfr1178,NA,FALSE,FALSE
Olfr1196,NA,FALSE,FALSE
Olfr1197,NA,FALSE,FALSE
Olfr1198,NA,FALSE,FALSE
Olfr121,NA,FALSE,FALSE
Olfr1214,NA,FALSE,FALSE
Olfr1216,NA,FALSE,FALSE
Olfr1222,NA,FALSE,FALSE
Olfr1224-ps1,NA,FALSE,FALSE
Olfr1228,NA,FALSE,FALSE
Olfr1231,NA,FALSE,FALSE
Olfr124,NA,FALSE,FALSE
Olfr1243,NA,FALSE,FALSE
Olfr1253,NA,FALSE,FALSE
Olfr1254,NA,FALSE,FALSE
Olfr126,NA,FALSE,FALSE
Olfr1263,NA,FALSE,FALSE
Olfr1267-ps1,NA,FALSE,FALSE
Olfr1269,NA,FALSE,FALSE
Olfr1271,NA,FALSE,FALSE
Olfr1273-ps,NA,FALSE,FALSE
Olfr1274,NA,FALSE,FALSE
Olfr1279,NA,FALSE,FALSE
Olfr128,NA,FALSE,FALSE
Olfr1294,NA,FALSE,FALSE
Olfr1305,NA,FALSE,FALSE
Olfr1308,NA,FALSE,FALSE
Olfr1309,NA,FALSE,FALSE
Olfr1316,NA,FALSE,FALSE
Olfr1317,NA,FALSE,FALSE
